0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,2
22,2
23,2
24,2
25,3
26,3
27,3
28,3
29,4
30,4
31,4
32,4
33,5
34,5
35,5
36,5
37,6
38,7
39,7
40,7
41,8
42,9
43,9
44,9
45,10
46,12
47,12
48,12
49,13
50,15
51,15
52,15
53,16
54,19
55,19
56,19
57,19
58,21
59,23
60,23
61,23
62,26
63,29
64,29
65,30
66,32
67,34
68,37
69,37
70,37
71,39
72,39
73,39
74,39
75,41
76,42
77,42
78,42
79,42
80,45
81,46
82,46
83,46
84,47
85,49
86,51
87,51
88,53
89,54
90,56
91,57
92,45
93,46
94,32
95,34
96,32
