0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2.0,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,0
3.9,0
4.0,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,0
4.7,0
4.8,0
4.9,0
5.0,0
5.1,0
5.2,0
5.3,0
5.4,0
5.5,1
5.6,1
5.7,1
5.8,1
5.9,1
6.0,1
6.1,1
6.2,1
6.3,1
6.4,1
6.5,2
6.6,2
6.7,2
6.8,2
6.9,2
7.0,2
7.1,2
7.2,2
7.3,3
7.4,3
7.5,3
7.6,3
7.7,3
7.8,4
7.9,4
8.0,4
8.1,5
8.2,5
8.3,5
8.4,6
8.5,6
8.6,6
8.7,6
8.8,7
8.9,7
9.0,7
9.1,8
9.2,8
9.3,8
9.4,8
9.5,9
9.6,9
9.7,9
9.8,10
9.9,10
10.0,10
10.1,11
10.2,11
10.3,11
10.4,11
10.5,12
10.6,12
10.7,12
10.8,13
10.9,13
11.0,13
11.1,13
11.2,14
11.3,14
11.4,14
11.5,15
11.6,15
11.7,15
11.8,16
11.9,16
12.0,16
12.1,16
12.2,17
12.3,17
12.4,17
12.5,18
12.6,18
12.7,18
12.8,18
12.9,19
13.0,19
13.1,20
13.2,20
13.3,20
13.4,21
13.5,21
13.6,22
13.7,22
13.8,23
13.9,23
14.0,24
14.1,24
14.2,24
14.3,25
14.4,25
14.5,25
14.6,26
14.7,26
14.8,26
14.9,26
15.0,27
15.1,27
15.2,27
15.3,28
15.4,28
15.5,28
15.6,29
15.7,29
15.8,29
15.9,29
16.0,30
16.1,30
16.2,30
16.3,31
16.4,31
16.5,31
16.6,31
16.7,32
16.8,32
16.9,32
17.0,33
17.1,33
17.2,33
17.3,33
17.4,34
17.5,34
17.6,34
17.7,35
17.8,35
17.9,35
18.0,36
18.1,36
18.2,36
18.3,36
18.4,37
18.5,37
18.6,37
18.7,38
18.8,38
18.9,39
19.0,39
19.1,39
19.2,40
19.3,40
19.4,41
19.5,41
19.6,41
19.7,42
19.8,42
19.9,43
20.0,43
20.1,44
20.2,44
20.3,45
20.4,46
20.5,46
20.6,47
20.7,47
20.8,48
20.9,48
21.0,49
21.1,50
21.2,50
21.3,51
21.4,51
21.5,52
21.6,53
21.7,53
21.8,54
21.9,54
22.0,55
22.1,55
22.2,55
22.3,55
22.4,55
22.5,55
22.6,55
22.7,55
22.8,55
22.9,55
23.0,55
23.1,55
23.2,55
23.3,55
23.4,56
23.5,56
23.6,56
23.7,56
23.8,56
23.9,56
24.0,56
24.1,56
24.2,56
24.3,56
24.4,57
24.5,57
24.6,57
24.7,57
24.8,57
24.9,57
25.0,57
25.1,57
25.2,57
25.3,57
25.4,58
25.5,58
25.6,58
25.7,58
25.8,58
25.9,58
26.0,59
26.1,59
26.2,59
26.3,59
26.4,59
26.5,60
26.6,60
26.7,60
26.8,60
26.9,61
27.0,61
27.1,61
27.2,62
27.3,62
27.4,63
27.5,63
27.6,63
27.7,64
27.8,64
27.9,65
28.0,65
28.1,65
28.2,66
28.3,66
28.4,66
28.5,67
28.6,67
28.7,68
28.8,68
28.9,68
29.0,69
29.1,69
29.2,70
29.3,70
29.4,70
29.5,71
29.6,71
29.7,71
29.8,72
